Intersection,CrashCount,Latitude,Longitude
CST N DENTON AVE & CST N FLINTLOCK RD,4,39.2690069,-94.4618769
ERM NORTH IS 435 MILE 610 & IS 435,4,39.0986945,-94.4876066
CST E 20TH ST & CST MCGEE ST,4,39.0889347,-94.5802966
CST E 9TH TER & CST SPRUCE AVE,4,39.1015127,-94.5316939
CST DENVER AVE & CST SMART AVE,4,39.1089232,-94.52125149999999
CST CYPRESS AVE & CST E 27TH ST,4,39.0763848,-94.530546
CRD STATE LINE RD & CST W 85TH ST,4,38.9747048,-94.6083421
CST 86TH ST & CST BLUE RIDGE BLVD,4,38.9679959,-94.4980233
CRD STATE LINE RD & CST W 100TH TER,4,38.9461389,-94.6081123
CST CENTRAL ST & CST W 38TH ST,4,39.0585205,-94.58942809999999
CST N KELSEY RD & CST N PRATHER RD,4,39.1683142,-94.5511386
CST N CONGRESS AVE & CST NW 107TH TER,4,39.288116,-94.66789399999999
CST GENESSEE ST & CST GREYSTONE AVE,4,39.0749141,-94.607182
ERM SOUTH IS 635 MILE 124 & IS 635,4,39.1896949,-94.61745
CST LINWOOD BLVD & CST WAYNE AVE,4,39.0684545,-94.56445740000001
RP 6030 & US 71,4,39.0172023,-94.5553896
ERM SOUTH IS 29 MILE 44 & IS 29,4,39.2251259,-94.6505079
ERM SOUTH IS 435 MILE 616 & IS 435,4,39.0986945,-94.4876066
CST N INTERNATIONAL CIR & CST NW LP COOKINGHAM DR,4,39.3112495,-94.6999611
CST BARRY RD & CST NE SHOAL CREEK PKWY,4,39.2445811,-94.487894
ERM SOUTH IS 29 MILE 160 & IS 29,4,39.2251259,-94.6505079
MO 152 & RP 5529,4,39.2556341,-94.603027
CST ROANOKE RD & CST W 40TH ST,4,39.0552475,-94.5989183
CST E 54TH ST & CST EUCLID AVE,4,39.0285978,-94.5620639
CST CHOUTEAU TRFY & US 69,4,39.1879539,-94.54533529999999
IS 29 & RP 103564,4,44.0601515,-96.7587425
BRIDGE A4644 & US 169,4,39.2115143,-94.589467
BRIDGE A5904 & IS 435,4,39.1339451,-94.4991332
CST E 93RD ST & CST GRANDVIEW RD,4,38.9579125,-94.5528108
CST JARBOE ST & CST W 29TH ST,4,39.0749798,-94.5978502
CST BLUE RIDGE BLVD & CST JAMES A REED RD,4,38.9746994,-94.4929743
CST HICKMAN MILLS DR EJ & CST LONGVIEW RD,4,38.9161336,-94.5232058
IS 435 & RP 103655,4,39.1945658,-94.76269
CST CRYSLER & CST E 57TH ST,4,39.0187625,-94.4363142
ERM NORTH IS 35 MILE 46 & IS 35,4,37.9418219,-96.7515814
CST HOLMES ST & CST NE 32ND TER,4,39.1527498,-94.572485
CST NW OLD TIFFANY SPRINGS RD & IS 29,4,39.2614487,-94.6680744
CST US 40 HWY & CST WHITE AVE,4,39.0681551,-94.51369919999999
CST BROADWAY & CST WORNALL RD,4,38.9669343,-94.5954431
CST MURKINS RD & CST NOLAND RD,4,38.990229,-94.4174491
CST E 28TH ST & CST TOPPING AVE,4,39.0744767,-94.5157364
CST NW 73RD ST & CST WINTER AVE,4,39.2270174,-94.66416199999999
IS 435 & RP 5985 SJ,4,39.1945658,-94.76269
CST N EVERTON & CST NW BARRY RD,4,39.246892,-94.67904539999999
CST GREGORY BLVD & CST WYANDOTTE ST,4,38.9995076,-94.5914798
CST BELLEFONTAINE AVE & CST E 36TH ST,4,39.0606644,-94.5476197
MO 210 & RP 103682,4,39.0997265,-94.5785667
IS 435 & RP 227851,4,39.1945658,-94.76269
IS 435 & US 50 NJ,4,40.0583238,-74.4056612
IS 435 & RP 103830,4,39.1945658,-94.76269
CST E 63RD ST & RP 984134,4,39.0997265,-94.5785667
CST E 55TH ST & CST MICHIGAN AVE,4,39.0268192,-94.56333529999999
CST E 35TH TER & CST PROSPECT AVE,4,39.0609512,-94.55329359999999
CST BRIGHTON AVE & CST DR MARTIN LUTHER KING JR BLVD,4,39.036285,-94.54283
CST E 9TH ST & CST FOREST AVE,4,39.1030878,-94.5684134
CST N OAK TRFY & CST WATERWORKS PARK DR,4,39.1567245,-94.5770606
CST GENESSEE ST & CST W 16TH ST,4,39.0946567,-94.60492599999999
CST CLEVELAND AVE & CST E 68TH TER,4,39.0028502,-94.5426912
CST GLADSTONE BLVD & CST SUNRISE DR,4,39.1171545,-94.5357298
CST DR MARTIN LUTHER KING JR BLVD & CST E 49TH ST,4,39.0363547,-94.5315065
CST E 31ST ST & CST LISTER AVE,4,39.0691052,-94.5286532
CST NE FLINTLOCK RD & MO 291,4,39.2703989,-94.4608066
CST W 39TH TER & CST WADDELL AVE,4,39.0559854,-94.5953267
CST NW VIVION RD & US 169,4,39.2115143,-94.589467
ERM WEST IS 470 MILE 12 & IS 470,4,38.9385182,-94.4986725
CST E 67TH TER & CST THE PASEO,4,39.0055888,-94.5638594
IS 435 & RP 1070574,4,39.1945658,-94.76269
CST W 19TH ST & CST WYANDOTTE ST,4,39.0900709,-94.5860505
CST N BOUGHER LN & CST NW PRAIRIE VIEW RD,4,39.2163221,-94.6443278
CST E 14TH ST & CST HIGHLAND AVE,4,39.0965015,-94.56181720000001
CST N ATKINS & CST NW BARRY RD,4,39.2468518,-94.67251309999999
CST DENVER AVE & CST E 9TH ST,4,39.1016281,-94.5236599
RP 5516 & US 169,4,39.4769535,-94.5681
IS 29 & RP 5533,4,44.0601515,-96.7587425
CST EWING AVE & US 40,4,39.0703823,-94.5041437
CST E 99TH ST & CST LYDIA AVE,4,38.9479022,-94.5731426
RP 5520 & US 71,4,39.0260726,-94.554307
CST BROADWAY BLVD & RP 6094,4,39.0997265,-94.5785667
CST BELLEVIEW AVE & CST SOUTHWEST TRFY,4,39.0502265,-94.5978047
ERM NORTH IS 29 MILE 118 & IS 29,4,39.2251259,-94.6505079
CST CYPRESS AVE & CST E 24TH ST,4,39.0821838,-94.5306796
MO 210 & PVT GRAINGER,4,39.0917252,-94.5551175
CST E 25TH ST & CST WEST PASEO,4,39.0812044,-94.566075
CST BANNISTER RD & CST FARLEY AVE,4,38.951454,-94.4842049
CST BEACON AVE & CST WINNER RD,4,39.1046928,-94.50853459999999
CST N GENESSEE ST & CST NW 62ND TER,4,39.2071655,-94.5998571
CST BELLEVIEW AVE & CST VALENTINE RD,4,39.0612201,-94.5975224
CST E 56TH ST & CST HIGHLAND AVE,4,39.0250945,-94.5657713
CST NW BARRY RD & CST NW OLD STAGECOACH RD,4,39.2465356,-94.60205940000002
CST E 17TH TER & CST THE PASEO,4,39.0920842,-94.5641788
CST BEARDSLEY RD & CST FORESTER RD,4,39.0977622,-94.5757328
CST N BETHEL RD & CST N PRAIRIE VIEW RD,4,39.2725666,-94.671348
CST N ELDON AVE SJ & CST NORTH AMERISTAR DR,4,39.1528033,-94.4773043
CST AGNES AVE & CST E 9TH ST,4,39.1023505,-94.5469304
CST E 72ND ST & CST MAIN ST,4,38.9975896,-94.5892713
CST CLARK AVE & CST W 41ST ST,4,39.0550523,-94.5973569
CST E 12TH ST & CST SPRUCE AVE,4,39.0981941,-94.53253889999999
CST E 107TH ST & CST W LONGVIEW PKWY,4,38.9296599,-94.4857116
ERM NORTH IS 435 MILE 680 & IS 435,4,39.0986945,-94.4876066
ERM SOUTH IS 29 MILE 118 & IS 29,4,39.2251259,-94.6505079
CST E MEYER BLVD & CST WOODLAND AVE,4,39.0078475,-94.5650254
IS 470 & RP 904345,4,39.0997265,-94.5785667
CST E 95TH TER & CST HILLCREST RD,4,38.9518628,-94.52200140000001
CST E 40TH ST & CST WOODLAND AVE,4,39.0539636,-94.5629616
MO 152 & RP 277194,4,39.2556341,-94.603027
CST E 45TH ST & CST MONTGALL AVE,4,39.044562,-94.55301419999999
CST BEACON AVE & CST STADIUM DR,4,39.0578892,-94.5108246
CST EMERY AVE & US 40,4,39.0353882,-94.4097979
CST RANDOLPH RD & MO 210,4,39.159662,-94.4953436
CST LINWOOD BLVD & CST MERSINGTON AVE,4,39.0675876,-94.53805150000001
CST ROANOKE RD & CST W 43RD ST,4,39.0496259,-94.5961313
CST 52ND TER & CST BLUE RIDGE CUTOFF,4,39.02865990000001,-94.4811435
CST E 39TH ST & CST MYRTLE AVE,4,39.0549134,-94.5374781
CST E 20TH ST & CST HARDESTY AVE,4,39.0869008,-94.5197259
CRD INTERURBAN RD SOUTH & CST NW 128TH ST,4,39.3256165,-94.6722699
ERM EAST IS 70 MILE 80 & IS 70,4,39.0726379,-94.52677
CST STATE LINE RD & CST W 91ST PL,4,38.96408700000001,-94.60814979999999
IS 470 & RP 5934,4,39.0997265,-94.5785667
CST E 31ST ST & CST MERSINGTON AVE WJ,4,39.0693925,-94.5379304
CST N NORTHWOOD RD & CST NW 58TH TER,4,39.2013033,-94.6315734
CST INDEPENDENCE AVE & CST WINCHESTER AVE,4,39.1046597,-94.50082689999999
CST E WINNER RD WJ & US 24,4,39.083865,-94.5413747
CST E 22ND ST & CST KENWOOD AVE,4,39.0863642,-94.576349
CST E 75TH ST & CST HIGHLAND AVE,4,38.9912388,-94.567626
CST E 39TH ST & CST LAWN AVE,4,39.05550789999999,-94.52822789999999
CST AGNES AVE & CST E 27TH ST,4,39.0769502,-94.5478487
CST E 109TH ST & CST HOLMES RD,4,38.929739,-94.5830623
CST AGNES AVE & CST E 33RD ST,4,39.0661099,-94.5484263
CST BALTIMORE AVE & CST W 17TH ST,4,39.0934865,-94.5846512
IS 70 & RP 944963 WJ,4,39.1139719,-94.6164971
CST JEFFERSON ST & CST W 35TH ST,4,39.0649971,-94.5960825
CST E 111TH TER & CST SYCAMORE TER,4,38.9250073,-94.5009345
CST N HARDESTY AVE & CST NE VIVION RD,4,39.1881618,-94.5178904
ERM SOUTH IS 29 MILE 166 & IS 29,4,39.2251259,-94.6505079
CST BROOKLYN AVE & CST E 44TH ST,4,39.0466029,-94.55871970000001
CST E 56TH ST & CST ROCKHILL RD,4,39.025458,-94.576235
CST N BRIGHTON AVE & CST N RUSSELL RD,4,39.166262,-94.5214678
CST E 30TH ST & CST JACKSON AVE,4,39.07111769999999,-94.5343845
CST E 101ST ST & CST HILLCREST RD,4,38.9421743,-94.52238009999999
CST N CONGRESS AVE & CST NW PRAIRIE VIEW RD SJ,4,39.2705525,-94.6681522
CST E 81ST ST & CST PROSPECT AVE,4,38.9799314,-94.55779439999999
CST E 32ND ST & CST WALROND AVE,4,39.0687703,-94.546025
CST BELLEFONTAINE AVE & CST E 72ND ST,4,38.9959686,-94.55117779999999
RP 5461 & RT W,4,39.1634972,-94.7893684
CST TRUMAN RD & RP 283935,4,39.0997265,-94.5785667
CST COLLEGE AVE & CST E 70TH ST,4,38.9994889,-94.5486758
RP 103740 & US 71,4,39.0966226,-94.5729289
CST E 33RD ST & CST THE PASEO,4,39.0667219,-94.56689879999999
ERM NORTH IS 35 MILE 116 & IS 35,4,37.9418219,-96.7515814
CST FRONT ST & RP 1003085,4,39.0997265,-94.5785667
ERM SOUTH IS 435 MILE 664 & IS 435,4,39.0986945,-94.4876066
CST EIGHTH ST & CST VAN BRUNT BLVD,4,39.0910062,-94.5221011
CST E 122ND ST & CST WORNALL RD,4,38.9057821,-94.5941069
ERM SOUTH IS 35 MILE 04 & IS 35,4,39.1522183,-94.5598183
CST PENNSYLVANIA AVE & CST W 43RD ST,4,39.0494769,-94.5925391
CST NW 72ND ST & MO 9,4,39.2255398,-94.6595061
CST E 35TH TER & CST MANCHESTER TRFY,4,39.0600185,-94.50156609999999
CST W 4TH ST & CST WYANDOTTE ST,4,39.1087553,-94.58561019999999
CST GLADSTONE BLVD & CST GLADSTONE PL,4,39.1182363,-94.53406009999999
CST CHOUTEAU TRFY & MO 269,4,39.1744497,-94.53717789999999
CST E 27TH ST & CST MONROE AVE,4,39.0766755,-94.53985060000001
CST N KENSINGTON AVE & CST NE 83RD ST,4,39.243444,-94.52742529999999
CST 66TH TER & CST N PENNSYLVANIA AVE,4,39.2147985,-94.58797059999999
CST N ANTIOCH RD & CST NE 45TH ST,4,39.1761191,-94.54899669999999
CST E 42ND ST & CST HARRISON ST,4,39.0507513,-94.57360709999999
CST N GREEN HILLS RD & CST NW 108TH ST,4,39.28904929999999,-94.6304067
CST N CYPRESS AVE & CST NE VIVION RD,4,39.1879801,-94.5267768
CST BENTON BLVD & CST ST JOHN AVE,4,39.0747841,-94.5491171
CST 63RD ST & RP 103864,4,39.0997265,-94.5785667
CST BALES AVE & CST TRUMAN RD,4,39.0943531,-94.5412671
CST BENNINGTON AVE & CST E 109TH ST,4,38.9266396,-94.5136086
ERM SOUTH IS 35 MILE 40 & IS 29,4,39.1067804,-94.5700286
CST N GREEN HILLS RD EJ & CST NW OLD TIFFANY SPRINGS RD,4,39.2614487,-94.6680744
CST N INDIANOLA DR & CST N OAK TRFY,4,39.1631225,-94.5768626
CST E 116TH ST & CST HOLIDAY DR,4,38.9125838,-94.5124393
CST E 27TH ST & CST MERSINGTON AVE,4,39.076605,-94.5375177
CST NW COOKINGHAM DR & CST SKYVIEW AVE,4,39.3110322,-94.6489587
CST N HOLMES CT & CST N OAK TRFY,4,39.1860873,-94.5741738
IS 35 & RP 1039246 SJ,4,37.9418219,-96.7515814
CST CLEVELAND AVE & CST E 18TH ST,4,39.090351,-94.5380211
CST N HOLLY ST & CST NW 68TH ST,4,39.2174994,-94.5947272
CST NW PRAIRIE VIEW RD & MO 9 NJ,4,40.0583238,-74.4056612
CST E 10TH ST & CST FOREST AVE,4,39.10186909999999,-94.568472
CST E 63RD ST & CST HOLMES ST,4,39.0134499,-94.57919079999999
RP 5503 & US 169,4,39.4769535,-94.5681
CST NW 72ND ST & RP 227510,4,39.0997265,-94.5785667
CST BELMONT AVE & CST E 13TH ST,4,39.0956872,-94.5100731
CST JAMES A REED RD & CST MARSH AVE,4,38.9468554,-94.49429049999999
CST E 3RD ST & MO 9,4,39.1903434,-94.6829087
CST WARD PKWY & CST WORNALL RD SJ,4,38.9591702,-94.5954285
CST E 17TH ST & CST TROOST AVE,4,39.0930107,-94.5702209
CST W 69TH TER & CST WARD PKWY,4,39.0032576,-94.6031667
CST CHARLOTTE ST & CST CLEAVER II BLVD,4,39.0418093,-94.5764299
CST W 119TH TER & CST WORNALL RD,4,38.9115228,-94.59366519999999
CST N FOREST AVE & CST NE 44TH ST,4,39.174312,-94.56625129999999
CST SUMMIT ST & CST W 26TH ST,4,39.0803883,-94.59440509999999
CST E 50TH TER & CST THE PASEO,4,39.0351491,-94.56755319999999
CST FRONT ST & RP 1001958,4,39.0997265,-94.5785667
CST E 86TH TER & CST HOLMES RD,4,38.9707261,-94.5813273
CO MO1N TO US69 & CST NE VIVION RD,4,39.1953923,-94.5071342
CST FRONT ST & RP 227598,4,39.0997265,-94.5785667
CST MAIN ST & CST W 63RD ST,4,39.0142446,-94.59761
CST E 90TH ST & CST HOLMES RD,4,38.9645979,-94.5815966
CST GUINOTTE AVE & CST GUINOTTE RD,4,39.1171013,-94.5592018
CST N ASKEW AVE & CST NE 43RD ST,4,39.1714296,-94.53845749999999
IS 35 WJ & IS 70,4,39.0726379,-94.52677
CST N BRIGHTON AVE & CST NE 62ND ST,4,39.2059902,-94.52097889999999
IS 635 & RP 6030,4,39.0997265,-94.5785667
CRD STATE LINE RD & CST W 42ND ST,4,39.0522866,-94.6073243
CST NW LP COOKINGHAM DR & IS 29,4,39.3111344,-94.6657271
CST E 76TH ST & CST THE PASEO,4,38.9891032,-94.56660749999999
CST E 58TH ST & CST PARK AVE,4,39.0212395,-94.55901349999999
CST E 17TH ST & CST LAWN AVE,4,39.0907758,-94.527938
RP 5929 & US 71,4,39.0187689,-94.5538339
CST CENTRAL ST & CST W 19TH TER,4,39.091014,-94.5874355
CST CYPRESS AVE & CST RED BRIDGE RD,4,38.9241837,-94.5396852
CST E 41ST ST & CST SOUTH BENTON AVE,4,39.0517157,-94.5503292
ERM WEST IS 435 MILE 754 & IS 435,4,39.0986945,-94.4876066
CST NW AMBASSADOR DR & CST SKYVIEW AVE SJ,4,39.25788259999999,-94.6495869
CST DITMAN AVE & CST INDEPENDENCE AVE,4,39.1037628,-94.4806859
CST KENSINGTON AVE & CST SEVENTH ST,4,39.1056778,-94.5872952
CST W 67TH TER & CST WARD PKWY,4,39.00673930000001,-94.6029365
CO MEYER BLVD TO THE PASEO N & CST E MEYER BLVD,4,39.0087939,-94.5667517
CST NE 96TH ST & RP 227478,4,39.0997265,-94.5785667
CST E 34TH ST & CST HOLMES ST,4,39.0652468,-94.57626359999999
CST E 22ND ST NJ & CST MCGEE ST,4,38.9974408,-94.5858111
CRD STATE LINE RD & CST W 85TH TER,4,38.9747048,-94.6083421
CST MEXICO CITY AVE & IS 29,4,39.3040322,-94.7180518
CST NW 88TH ST NJ & CST SKYVIEW AVE,4,39.2589674,-94.6529783
ERM WEST IS 435 MILE 742 & IS 435,4,39.0986945,-94.4876066
CST SUMMIT ST & CST W 33RD ST,4,39.0678421,-94.5987833
IS 435 & RP 5986,4,39.1945658,-94.76269
ERM WEST IS 435 MILE 730 & IS 435,4,39.0986945,-94.4876066
CST COLORADO AVE & CST E 12TH ST,4,39.0977958,-94.5201172
CST INTERNATIONAL CIR & CST NW LP COOKINGHAM DR,4,39.3112495,-94.6999611
CST 38TH TER & CST PITTMAN RD,4,39.0528526,-94.4614162
CST E 36TH ST & CST MC GEE ST,4,39.0618624,-94.5822835
CST HOLMES ST & RP 944964,4,39.0997265,-94.5785667
CST BALES AVE & CST E 70TH ST,4,38.9999167,-94.5463173
CST BENTON BLVD & CST E 46TH ST,4,39.042477,-94.5454302
CST E 117TH TER & CST WORNALL RD,4,38.9157149,-94.5933369
CST LINWOOD BLVD & CST NORTON AVE,4,39.0675029,-94.53570959999999
MO 350 & RP 286599,4,39.0997265,-94.5785667
CST PENNSYLVANIA AVE & CST W 40TH TER,4,39.0536508,-94.5920927
CST E 9TH ST & CST WALNUT ST,4,39.1035373,-94.58188899999999
CST E 55TH ST & CST WAYNE AVE,4,39.0269246,-94.5665128
CST E 14TH ST & CST EWING AVE,4,39.0946106,-94.50349159999999
CST E 45TH ST & CST OAK ST,4,39.0461785,-94.58203999999999
CST E 87TH ST MJ & RP 227793,4,39.0997265,-94.5785667
CST N CONGRESS AVE & CST NW 104TH ST,4,39.2819647,-94.66785879999999
CST E 55TH ST & CST OLIVE ST,4,39.0266194,-94.55751339999999
CST GLADSTONE BLVD & CST HARDESTY AVE,4,39.1186815,-94.5183461
MO 1 & RP 5955,4,39.0997265,-94.5785667
CST E 58TH ST & CST ROCKHILL RD,4,39.0218434,-94.5764409
CST GILLHAM RD & CST MC GEE ST,4,39.0618624,-94.5822835
CST E 118TH TER & CST HOLMES RD,4,38.9127905,-94.5843072
CST E 45TH ST & CST MYRTLE AVE,4,39.0440456,-94.5380429
ERM SOUTH IS 435 MILE 534 & IS 435,4,39.0986945,-94.4876066
CST E 69TH ST & CST OLIVE ST,4,39.0017653,-94.5590294
ERM NORTH IS 435 MILE 614 & IS 435,4,39.0986945,-94.4876066
CST E 56TH ST & CST TRACY AVE,4,39.02529579999999,-94.5715872
CST E 24TH ST & CST INDIANA AVE,4,39.0828393,-94.5430118
CST N FLINTLOCK RD & CST N SHOAL CREEK VALLEY DR,4,39.2502607,-94.465317
CST E 39TH ST & CST TRACY AVE,4,39.0559965,-94.56972739999999
CST MADISON AVE & CST W 27TH ST,4,39.0787046,-94.5976248
CST N PRATHER RD & CST NE 39TH ST,4,39.1643625,-94.5542859
CST N BENNINGTON AVE & CST NE 43RD TER,4,39.1716498,-94.50298040000001
CST CYPRESS AVE & CST SEVENTH ST,4,39.1056778,-94.5872952
CST MAIN ST & CST W 51ST ST,4,39.0355226,-94.6045955
CST E 72ND ST & CST WAYNE AVE,4,38.9967239,-94.5685129
ERM NORTH IS 35 MILE 00 & IS 35,4,37.9418219,-96.7515814
CST E 34TH ST & CST MONTGALL AVE,4,39.0644143,-94.551958
CST E 36TH ST & CST PROSPECT AVE,4,39.060737,-94.5533052
CST E 44TH ST & CST TRACY AVE,4,39.04714999999999,-94.57008859999999
CST E 85TH ST & CST OAK ST,4,38.9738322,-94.58581160000001
CST BROADWAY BLVD & RP 103725,4,39.0997265,-94.5785667
CST FRONT ST & RP 279410,4,39.0997265,-94.5785667
CST N STODDARD AVE & CST NW 86TH PL,4,39.2507667,-94.6646753
ERM SOUTH IS 29 MILE 138 & IS 29,4,39.2251259,-94.6505079
CST LINWOOD BLVD & CST OAK ST,4,39.0682867,-94.58020259999999
CST E 28TH ST & CST JACKSON AVE,4,39.0746865,-94.53418549999999
CST BERNARD POWELL DR & CST CLEVELAND AVE,4,39.090351,-94.5380211
RP 91020 & US 169,4,39.2115143,-94.589467
CST JEFFERSON ST & CST W 45TH ST,4,39.0461537,-94.5988082
CST E 84TH ST & CST OLIVE ST,4,38.974588,-94.5603817
CST STATE LINE RD & CST W 133RD ST,4,38.8865367,-94.60789150000001
CST W 72ND ST & CST WYANDOTTE ST,4,38.9976901,-94.5915808
ERM NORTH IS 435 MILE 676 & IS 435,4,39.0986945,-94.4876066
CST PENNSYLVANIA AVE & CST W 37TH ST,4,39.0596168,-94.5966551
CST N TRACY AVE & CST NE PARVIN RD,4,39.1688473,-94.56446079999999
ERM SOUTH IS 435 MILE 668 & IS 435,4,39.0986945,-94.4876066
CST E 75TH ST & CST WALNUT ST,4,38.992088,-94.5883985
CST N ROBINHOOD LN & CST NW WAUKOMIS DR,4,39.2193942,-94.6225183
ERM WEST IS 470 MILE 44 & IS 470,4,38.9385182,-94.4986725
CST NE 49TH ST & RP 105863,4,39.0997265,-94.5785667
IS 29 & RP 1039246,4,44.0601515,-96.7587425
CST N WAUKOMIS DR & CST NW 79TH ST,4,39.2403026,-94.6423356
ERM NORTH IS 29 MILE 68 & IS 29,4,39.2251259,-94.6505079
CST 63RD ST TRFY & CST E 63RD ST,4,39.0074966,-94.431941
CST N WHEELING AVE & CST NE 48TH ST,4,39.1805883,-94.50862169999999
CST INDEPENDENCE AVE & CST OLIVE ST,4,39.1063958,-94.5532508
CST 46TH ST & CST BLUE RIDGE BLVD,4,39.0380997,-94.43713389999999
RP 279005 & US 71,4,39.0966226,-94.5729289
CST GREGORY BLVD & CST GREGORY CIR EJ,4,38.99506909999999,-94.50054689999999
CST BELLEFONTAINE AVE & CST E 40TH ST,4,39.0534418,-94.5480091
CST N LAWN AVE & CST NE 80TH ST,4,39.2387206,-94.5245017
CST BIRMINGHAM RD & CST N ELDON AVE,4,39.1568783,-94.4771993
CST COLLEGE AVE & CST E 34TH ST,4,39.0641974,-94.545065
CST E 84TH TER & CST HILLCREST RD,4,38.9721635,-94.52089459999999
ERM EAST IS 70 MILE 98 & IS 70,4,39.0726379,-94.52677
CST INDEPENDENCE AVE SJ & RP 227613,4,39.0997265,-94.5785667
CST BROOKSIDE RD & CST W 77TH ST,4,38.9886899,-94.593689
IS 29 & RP 1001982,4,44.0601515,-96.7587425
CST BLUE RIDGE BLVD & CST ROBERTS AVE,4,39.1045429,-94.4795338
CST SIXTH ST & CST SPRUCE AVE,4,39.1047363,-94.5315498
CST N ROBINHOOD LN & CST NW 72ND ST,4,39.2243319,-94.62207889999999
CST E 22ND ST & CST PROSPECT AVE,4,39.0855705,-94.55209959999999
CST GLADSTONE BLVD & CST QUINCY AVE,4,39.1186459,-94.5218711
IS 435 WJ & RP 924945,4,39.1945658,-94.76269
ERM SOUTH IS 35 MILE 108 & IS 35,4,39.1522183,-94.5598183
MO 152 & RP 5432,4,39.2556341,-94.603027
CST HOLMES RD & RP 279718,4,39.0997265,-94.5785667
CST ANTIOCH RD & CST CHOUTEAU TRFY,4,39.1939664,-94.5486028
CST LEXINGTON AVE & CST OLIVE ST,4,37.2246906,-93.3141726
CST ARMOUR BLVD & CST TRACY AVE,4,39.0631799,-94.56949589999999
CST BROWNELL AVE & CST MAPLE BLVD,4,39.1082666,-94.5585177
CST CLARK AVE & CST W 40TH ST,4,39.055177,-94.5974057
CST VAN BRUNT BLVD & CST VAN BRUNT DR,4,39.0923575,-94.5235062
CST E 27TH TER & CST THE PASEO,4,39.0767924,-94.56519379999999
CST E 17TH ST & CST FREMONT AVE,4,39.0901882,-94.5080614
RP 5929 SJ & US 71,4,39.0966226,-94.5729289
CST CLEVELAND AVE & CST E 70TH ST,4,38.9997588,-94.5428273
CST E 56TH ST & CST GARFIELD AVE,4,39.0249304,-94.5611156
IS 70 & US 40,4,39.1065947,-94.57282939999999
CST W 27TH ST & RP 114945,4,39.0997265,-94.5785667
CST RAYTOWN RD & RP 103830,4,38.9709859,-94.465107
CST BELLEFONTAINE AVE & CST E 68TH ST,4,39.0032165,-94.5508254
IS 35 EJ & RP 6071,4,37.9418219,-96.7515814
IS 35 & RP 227544,4,37.9418219,-96.7515814
CST COLLEGE AVE & CST E 31ST ST,4,39.06960230000001,-94.54473569999999
CST E 17TH ST & CST LISTER AVE,4,39.090744,-94.5268773
ERM NORTH IS 29 MILE 148 & IS 29,4,39.2251259,-94.6505079
CST BALTIMORE AVE & CST W 37TH ST,4,39.0602342,-94.5871085
CST 47TH ST & CST EVANSTON AVE,4,39.0374221,-94.4658259
CST E 80TH ST & CST HICKMAN MILLS DR,4,38.9816341,-94.558725
CRD STATE LINE RD & CST SANTA FE TRL,4,38.90670009999999,-94.6079283
CST GRAND BLVD & IS 35,4,39.11367509999999,-94.5787203
ERM NORTH IS 35 MILE 88 & IS 35,4,37.9418219,-96.7515814
IS 435 & RP 103710,4,39.1945658,-94.76269
ERM SOUTH IS 35 MILE 42 & IS 35,4,39.1522183,-94.5598183
CO RANDOLPH RD TO OR 435 & IS 435,4,35.1843109,-80.8076438
CST E 73RD ST & CST HOLMES RD,4,38.9953842,-94.5801207
ERM SOUTH IS 29 MILE 84 & IS 29,4,39.2251259,-94.6505079
CST W 40TH ST & CST WYOMING ST,4,39.05527379999999,-94.6039697
ERM NORTH IS 29 MILE 168 & IS 29,4,39.2251259,-94.6505079
RP 6101 & US 40,4,39.00999030000001,-94.29996299999999
CST E 55TH ST & CST VIRGINIA AVE,4,39.0270644,-94.5703183
CST N FARLEY AVE & CST NE 96TH ST,4,39.2677496,-94.4726511
CST MADISON AVE & IS 70,4,39.2412036,-94.5907227
CST N MAIN ST & CST NE 95TH TER,4,39.2668199,-94.55995
CST MACE RD & CST NW BARRY RD,4,39.24697090000001,-94.682407
IS 35 & RP 1001981 NJ,4,37.9418219,-96.7515814
CST N OAKLEY AVE & CST NE 48TH ST,4,39.1805886,-94.51394859999999
CST E 12TH ST & CST MONROE AVE,4,39.0984116,-94.5387654
CST BENNINGTON AVE & CST TENTH ST,4,39.0998294,-94.50530099999999
CST NW BARRY RD & WOR 29,4,39.2468075,-94.6569937
CST NE PLEASANT VALLEY RD & IS 435,4,39.2165451,-94.5036736
CST W 39TH TER & CST WASHINGTON ST,4,39.055866,-94.5915642
CST N GREEN HILLS RD & RP 283924,4,39.2340628,-94.6311221
CST E 67TH ST & CST MYRTLE AVE,4,39.0045739,-94.54036699999999
CST AGNES AVE & CST E 37TH ST,4,39.058893,-94.54879659999999
CST NW CHIPMAN RD & CST VIEW HIGH DR,4,38.9280885,-94.4496999
ERM WEST IS 435 MILE 448 & IS 435,4,39.1945658,-94.76269
MO 152 & RP 5528,4,39.2556341,-94.603027
ERM SOUTH IS 435 MILE 548 & IS 435,4,39.0986945,-94.4876066
CST E 22ND ST & CST OAKLEY AVE,4,39.0850182,-94.5175063
CST E 36TH ST & CST WARWICK BLVD,4,39.0619025,-94.5834387
CST BROOKLYN AVE & CST E 53RD ST,4,39.0303241,-94.5596173
CST ANTIOCH RD & RP 5955,4,39.0997265,-94.5785667
CST COAL MINE RD & CST MANCHESTER TRFY,4,39.0359104,-94.52147149999999
CST PENN DR & CST PENNSYLVANIA AVE,4,39.0539525,-94.5923296
