Intersection,CrashCount,Latitude,Longitude
CST E MEYER DR & CST MALL DR,1,39.004643,-94.5357226
CST CHOTEAU TRFY & IS 35,1,39.1522183,-94.5598183
CST N CENTRAL ST & CST WESTPORT RD,1,39.0539036,-94.5892634
CST N CONGRESS AVE & RP 905161 NJ,1,39.0997265,-94.5785667
CST CANBERRA ST & CST N BANGKOK AVE,1,39.3132733,-94.7011329
CST 51ST & CST NOLAND RD,1,39.0266745,-94.4158034
CST E 55TH ST & CST HARDESTY AVE,1,39.0253762,-94.52209359999999
CST N ILLINOIS AVE & CST NE 118TH TER,1,39.3080508,-94.5415357
CST SOUTHWEST BLVD & CST W 21ST ST,1,39.0876849,-94.5938451
CST N SERENE & CST NW 82ND ST,1,39.2428857,-94.6672578
CST FRONT ST & RP 227594,1,39.0997265,-94.5785667
EAST OF CST CARLISLE & PP 11601 E US 40 HWY,1,39.0445569,-94.44336419999999
MO 9 & RP 905966,1,39.0997265,-94.5785667
CST BARRY RD & IS 29,1,39.2457433,-94.5822122
CST 31ST STREET & CST EUCLID AVE,1,39.07017,-94.55961119999999
MO 150 & RP 1035736,1,39.0997265,-94.5785667
CST EAST ACCESS RD & CST N LEVEE RD,1,39.1406842,-94.5875221
CST 78TH ST & CST PROSPECT AVE,1,38.9850333,-94.55758139999999
CST E 98TH ST & PVT WILLOW AVE,1,38.9450157,-94.4592737
CST AMITY AVE & CST NW 104TH ST,1,39.28191500000001,-94.6865098
CST N HOLMES & CST NE 42ND ST,1,39.1711086,-94.5721087
CST GLADSTONE BLVD & CST LAWN AVE,1,39.1185054,-94.5265471
CST N WASHINGTON CT & CST WASHINGTON ST,1,39.1924313,-94.58749759999999
CST E 29TH ST & CST MYRTLE AVE,1,39.0724812,-94.53660719999999
CST E 69TH ST & CST JAMES A REED RD,1,38.9990663,-94.49174119999999
CST E 20TH TER & CST WALROND AVE,1,39.0872651,-94.54565029999999
CST EASTERN AVE & CST SIN A BAR RD,1,39.036131,-94.4990167
CST LONGVIEW RD & CST ORCHARD RD,1,38.9159133,-94.5194267
CST E 61ST ST & CST WALROND AVE,1,39.0156107,-94.5490203
CST CHERRY ST & CST E 71ST TER,1,38.998214,-94.582256
CST 155TH ST & RP 104048,1,39.0997265,-94.5785667
CST BOOTH AVE & CST E 89TH TER,1,38.9615363,-94.48830129999999
CST E 73RD ST & CST EUCLID AVE,1,38.9947196,-94.5640026
CST HOLLY ST & CST W 49TH ST,1,39.0394247,-94.6010262
CST E 87TH ST & CST MANCHESTER AVE,1,38.9663752,-94.4979056
EAST OF CST CHOUTEAU TRFY & PP PARKING LOT,1,36.1859301,-95.34302389999999
CST N FREMONT AVE & CST NE 50TH ST,1,39.1842389,-94.5051041
CST CHARLOTTE ST & CST E 42ND ST,1,39.0508268,-94.5759411
IS 70 & RP 6070,1,39.1139719,-94.6164971
CST BLUE RIDGE BLVD & CST WESTRIDGE RD NJ,1,40.0583238,-74.4056612
CST JEFFERSON ST & CST W 66TH TER,1,39.0082698,-94.5973368
CST N MANCHESTER AVE & CST NE 108TH TER,1,39.2884131,-94.4864796
CST NE 55TH ST & CST WOODLAND AVE,1,39.1936911,-94.5276981
CST W 25TH ST & CST WEST PENNWAY,1,39.0822297,-94.59163559999999
CST N MERRIMAC AVE & CST NW 64TH TER,1,39.21147000000001,-94.63019589999999
CST STATE LINE RD & CST W 100TH TERR,1,38.9461389,-94.6081123
CST NW OLD TIFFANY SPRINGS RD & CST NW PRAIRIE VIEW RD,1,39.2725666,-94.671348
CST E 50TH ST & CST PITTMAN RD,1,39.032249,-94.4622734
CST ARCHIBALD AVE & CST ROANOKE RD,1,39.0499918,-94.5963168
CST MARTIN AVE & CST N CHESTNUT AVE,1,39.2516948,-94.5469007
CST BROOKSIDE RD & CST W 70TH ST,1,39.0018479,-94.5931797
CST E 80TH ST & CST HIGHLAND AVE,1,38.98286830000001,-94.5680627
CST BENNINGTON AVE & CST LONGVIEW RD,1,38.9156326,-94.5144534
MO 350 & RP 227754,1,39.0997265,-94.5785667
CST NW BRIARCLIFF PKWY & RP 982807 EJ,1,39.0997265,-94.5785667
CST N RHODES & CST NW 76TH PL,1,39.2339623,-94.6664595
IS 35 & US 40 NJ,1,39.1069926,-94.58818819999999
CST HEADWOOD DR & CST W 45TH ST,1,39.0460447,-94.59551929999999
CST E 68TH TER & CST THE PASEO EJ,1,39.0028038,-94.562288
CST COLLEGE AVE & CST E 73RD ST,1,38.9940513,-94.5489412
CST N GLADSTONE AVE & CST NE 47TH TER,1,39.1794796,-94.54290449999999
CST NW 104TH ST & CST NW TRANSCON DR,1,39.2837435,-94.6877723
CO CST MEYER BLVD W TO CST MEYER BLVD E & CST MEYER BLVD,1,39.0087939,-94.5667517
CST 72ND ST & CST N LAWN AVE,1,39.22396639999999,-94.52474459999999
CST CHOUTEAU TRFY & CST TOPPING,1,39.2052651,-94.5117592
ALY ALLEY & CST E 37TH ST,1,39.0589249,-94.5497906
CRD 136TH ST & CRD PLATTSBURG RD,1,39.3641633,-94.4122843
ERM NORTH IS 29 MILE 76 & IS 29,1,39.2251259,-94.6505079
CST 55TH ST & CST PROSPECT AVE,1,39.0265292,-94.5551787
CST N BROOKLYN AVE & CST NE 91ST TER,1,39.2582569,-94.5525005
CST N HOLLY CT & CST NW 43RD TER,1,39.171898,-94.59678029999999
CST TRUMAN RD & CST WALNUT,1,39.0963599,-94.58226309999999
CST N AMBASSADOR DR & CST NW TIFFANY SPRINGS PKWY,1,39.2742913,-94.66773959999999
CST N HIGHLAND TER & CST NE 101ST TER,1,39.2773197,-94.560014
PP 6106 NW BARRY RD & WEST OF CST AMBASSADOR DR,1,39.249092,-94.6507566
CST N GRAND AVE & CST NE 105TH ST,1,39.2835913,-94.5780434
CST BENNINGTON AVE & CST E 35TH ST,1,39.0600225,-94.507221
CST NW SHOAL CREEK PKWY & RP 1038274,1,39.2895558,-94.5794653
CST SUMMIT ST & CST W 13TH ST,1,39.0979571,-94.59324629999999
CST LYDIA AVE NJ & CST WINSLOW PL,1,38.9495935,-94.5715383
CST 56TH TER & CST RIDGEWAY AVE,1,39.0196128,-94.4430284
PP 5100 BLUE RIDGE CUTOFF & WEST OF CST BLUE RIDGE CUTOFF,1,39.0598778,-94.47216829999999
CST 47TH ST & CST BELLEVIEW AVE,1,39.0425252,-94.59853559999999
CST HARRISON ST & CST TRACY AVE,1,39.0420288,-94.5705878
CST CLEVELAND AVE & CST E 6TH ST,1,39.104947,-94.5372881
CST LINWOOD BLVD & CST PROSPECT AVENUE,1,39.0680705,-94.5529398
CST NE PARVIN RD & CST SEARCY CREEK,1,39.1675082,-94.51478610000001
PP PARKING LOT AT 6301 NE BIRMINGHAM RD & SOUTH OF CST NE BIRMINGHAM RD,1,39.170672,-94.4503137
CST GLADSTONE BLVD WJ & CST ST JOHN AVE,1,39.1128603,-94.5303522
CST BELL ST & CST W 47TH ST,1,39.0427964,-94.6066623
CST E 39TH TER & CST VINEYARD RD,1,39.0538961,-94.5254326
CST N TIFFANY SPRINGS PKWY NJ & CST NW AMBASSADOR DR,1,39.2922765,-94.6808923
CST EXECUTIVE DR & CST UNIVERSAL AVE,1,39.1402391,-94.50575909999999
CST ENGLEWOOD RD & MO 1,1,39.1950713,-94.5485909
CST E 114TH ST & CST RUSKIN WAY,1,38.9203888,-94.4976145
CST THE PASEO & RP 227648 EJ,1,39.0997265,-94.5785667
CST 27TH ST & IS 35,1,39.0782192,-94.58426949999999
CST TERRACE ST & CST W 29TH ST,1,39.0750983,-94.6011151
CRD STATE LINE RD & CST W 46TH ST,1,39.0446371,-94.60738289999999
CST W 85TH TER SJ & CST WARD PKWY,1,39.0000236,-94.6030197
CST N SKILES AVE & CST NE 83RD PL,1,39.242499,-94.48121169999999
CST SUMMIT ST & CST W 77TH ST,1,38.9888969,-94.5988343
CST N FREMONT AVE & CST NE 48TH ST,1,39.1805991,-94.5185924
CST E 23RD TRFY & CST MANCHESTER TRFY,1,39.0754303,-94.4951882
CST E 65TH ST & CST HOLMES RD,1,39.0098758,-94.57937419999999
CST BEACON HILLS LN & CST TROOST AVE,1,39.0818227,-94.5707523
CST N PALMER AVE & CST NE 75TH TER,1,39.2302761,-94.49012959999999
CST LONGVIEW RD & CST PALMER AVE,1,38.9149585,-94.50256850000001
CST E 49TH ST & CST EUCLID AVE,1,39.0376501,-94.5615366
ALY ALLEY & CST E 67TH TER,1,39.0035946,-94.5391463
CRD STATE LINE RD & CST W 50TH ST,1,39.03697409999999,-94.60747909999999
CST E 96TH ST & CST N OAK TRFY,1,39.2676733,-94.57576680000001
MO 9 & RP 5526,1,39.0997265,-94.5785667
EAST OF CST JAMES A REED RD & PP AT 8941 JAMES A REED,1,38.9634539,-94.4920262
CST E 52ND TER & CST MARSH AVE,1,39.0286665,-94.48927719999999
CST N BRIGHTON AVE & CST NE 71ST TER,1,39.2211735,-94.5208653
CST PROSPECT AVE & RP 1060474,1,39.0997265,-94.5785667
CST N OVERLAND DR & CST N PARK PLAZA DR,1,39.21511599999999,-94.64057419999999
EAST OF CST PROSPECT AVE & PP PARKING LOT,1,39.091278,-94.585022
CST HIGHLAND AVE EJ & CST INDEPENDENCE AVE,1,39.1061109,-94.5448708
CST E 49TH ST & CST VOLKER BLVD,1,39.0572929,-94.6024326
CST CHELSEA AVE WJ & CST E 24TH ST,1,39.0829092,-94.5464643
CST BENNINGTON AVE & CST E 18TH TER,1,39.0869705,-94.50592189999999
CST N REVERE AVE & CST NW 63RD TER,1,39.209259,-94.65104079999999
CST RAYTOWN RD & RP 902951,1,38.9709859,-94.465107
CST 79TH ST & CST HOLMES RD,1,38.9845227,-94.58066889999999
CST JARBOE ST & CST W 77TH TER,1,38.9890518,-94.60222189999999
CST BLUE RIDGE CTOF & CST SNI A BAR RD,1,39.0350936,-94.4953261
CST JARBOE ST & CST W 24TH ST,1,39.0840679,-94.59731959999999
CST N BALES AVE & CST NE VIVION RD,1,39.1880723,-94.5387173
NORTH OF CST NE 83RD ST & PP 3100 NE 83RD ST,1,39.2445407,-94.542733
CST CLEAVER II BLVD & CST CONCORD CT,1,39.0440136,-94.5643223
CST E 98TH ST & CST WALNUT ST,1,38.9504094,-94.590392
CST 31ST ST & CST ASHLAND RIDGE RD,1,39.0671595,-94.4766956
CST 48TH ST & CST WORLDS OF FUN DR,1,39.1805655,-94.49230759999999
CST NE 48TH ST & CST WORLDS OF FUN AVE,1,39.1805655,-94.49230759999999
CST N STRATHBURY AVE & CST NW 75TH ST,1,39.2313976,-94.63002329999999
RP 1003095 & US 40,1,39.0685683,-94.4999723
CST GRANDVIEW RD & CST HICKMAN HEIGHTS RD,1,38.9279724,-94.5314652
CST W 46TH ST & CST WYOMING ST,1,39.0445577,-94.60516899999999
ALY ALLEY & CST W 26TH ST,1,39.0803883,-94.5944051
CST NE 83RD ST & CST TROOST AVE,1,39.2441865,-94.5557584
CST N BELLEFONTAINE AVE & CST N ILLINOIS AVE,1,39.310206,-94.5414232
CST MAIN ST & CST W 57TH ST,1,39.0243996,-94.597707
CST 155TH ST & CST N SCOTT AVE,1,38.843812,-94.53224349999999
CST INDEPENDENCE AVE & CST VAN BRUNT,1,39.1054643,-94.5261147
IS 435 & RP 103578,1,39.1945658,-94.76269
CST E 43RD ST & CST MERSINGTON AVE,1,39.04770389999999,-94.5389964
CST E 114TH ST & CST MONTGALL AVE,1,38.9196302,-94.5593791
CST HULL & CST WAUKOMIS DR,1,39.2438505,-94.6427847
CST E 29TH ST & CST SPRING VALLEY PARK RD,1,39.0736856,-94.55844739999999
CST E 77TH TERR & CST TROOST AVE,1,38.98704740000001,-94.5759047
EAST OF CST N BOARDWALK AVE & PP AT 8501 N BOARDWALK,1,39.249221,-94.6554844
CST N ANITA DR & CST NW 78TH CT,1,39.23631779999999,-94.6330843
CST E 61ST ST & CST GEORGE RD,1,39.010321,-94.425343
CST SOUTHWEST BLVD & CST WEST PENNWAY,1,39.0871721,-94.589945
PP PARKING LOT AT 470 NE BARRY RD & SOUTH OF CST NE 85TH TER,1,39.24903020000001,-94.5738623
CST E 87TH TER & CST MANCHESTER AVE,1,38.9654106,-94.49791239999999
CST E 36TH ST & CST HARDESTY AVE,1,39.0589771,-94.5211192
ALY ALLEY & CST THOMPSON AVE,1,39.1073836,-94.5292218
CST E 27TH ST & CST ELMWOOD AVE,1,39.0763656,-94.5298971
CST E TRUMAN RD & CST WINCHESTER AVE,1,39.0935943,-94.50102609999999
CST N LENOX AVE & CST N LENOX AVE,1,39.2301251,-94.6238265
CST N ANTIOCH RD & CST NE 79TH ST,1,39.2363036,-94.53455799999999
PP PARKING LOT OF 10015 N AMBASSADOR DR & SOUTH OF CST NW 101ST TER,1,39.27653189999999,-94.6685169
CST GENESSEE & CST W 12TH ST,1,39.0998194,-94.6047485
CST E 114TH TER & CST GREENWOOD RD,1,38.9158671,-94.4951291
CST CHERRY & CST E 57TH ST,1,39.0181986,-94.4345314
NORTH OF NE VIVION RD & PP PARKING LOT 5261 N ANTIOCH RD,1,39.1729309,-94.5488845
CST BLUE RIDGE BLVD NJ & CST CAMBRIDGE AVE,1,40.0583238,-74.4056612
CST BLUE PRWY & CST NOLAND RD,1,38.9655055,-94.42921129999999
CST N MAIN ST & CST NW 78TH ST,1,39.2355183,-94.5809374
CST E 28TH ST & CST KENSINGTON AVE,1,39.0746057,-94.53154289999999
CST N SHANNON & CST NW 72ND ST,1,39.2253085,-94.6695685
CST E 87TH ST & CST OLD SANTA FE,1,38.9664369,-94.5003704
CST N MAYVIEW AVE & CST NW 57TH ST,1,39.1989362,-94.6171419
CST NE 100TH ST & CST STALEY RD,1,39.2761911,-94.53034070000001
RP 5467 & US 50,1,38.9376825,-94.5123169
CST N AMBASSADOR DR & CST PLAZA CIR NJ,1,40.0583238,-74.4056612
ERM EAST IS 435 MILE 428 & IS 435,1,39.1945658,-94.76269
CST BANNISTER RD & CST FAIRWOOD DR,1,38.95211,-94.502262
CST ST PAUL & CST W 22ND ST,1,39.0875791,-94.58551709999999
CST E 56TH ST & CST OAKLEY AVE,1,39.0236158,-94.5209014
CST CLEVELAND AVE & CST E 17TH ST,1,39.09111420000001,-94.5379827
IS 29 & RP 1001981 SJ,1,44.0601515,-96.7587425
CST NORTH GREAT MIDWEST DRIVE & MO 210,1,39.1594598,-94.4894471
CST N PROSPECT & CST NE BARRY RD,1,39.2494579,-94.54631719999999
CST LEXINGTON AVE & CST N CHESTNUT TRFY,1,39.1169338,-94.5480622
CST APPLEWOOD DR & CST LONGVIEW RD,1,38.9157549,-94.51712549999999
PP 12501 NE 40TH ST & SOUTH OF CST NE 140TH ST,1,39.1625854,-94.43235759999999
CST E 42ND & CST PROSPECT,1,39.0500412,-94.5538811
CST E 68TH ST & CST JACKSON AVE,1,39.0026357,-94.538038
CRD STATE LINE RD & PVT BARSTOW SCHOOL DR,1,38.9192886,-94.6065372
IS 35 & RP 255619,1,37.9418219,-96.7515814
RP 6015 NJ & US 71,1,39.0966226,-94.5729289
CST N FLINTLOCK RD EJ & CST NE 96TH ST,1,39.2675838,-94.5573189
CST E 18TH ST & CST PROSPECT,1,39.0908301,-94.5518266
CST N GRAND BENTLEY CIR & CST N HILL ST,1,39.0646401,-94.6177666
EAST OF MO 1 & PP 5235 NE ANTIOCH RD,1,39.1891646,-94.54836039999999
EAST OF CST N OAK TRFY & PP 8501 N OAK TRFY,1,39.2481528,-94.5754031
ERM NORTH IS 49 MILE 1822 & IS 49,1,35.322275,-94.2916567
CST BROOKLYN & IS 70,1,39.0726379,-94.52677
CST E 114TH TER & CST INDIANA AVE,1,38.918039,-94.5504522
CST E 45TH TER & CST JACKSON AVE,1,39.0425963,-94.5351087
CST E 73RD ST & CST PARK AVE,1,38.9945728,-94.56055049999999
EAST OF CRD STATE LINE RD & PP PARKING LOT AT 8509 STATE LINE RD,1,38.9715791,-94.60727209999999
CST SMALLEY AVE & CST WILSON AVE,1,39.1073713,-94.5089248
CST BELMONT AVE & CST E 96TH TER,1,38.9507898,-94.51748789999999
CST E 77TH ST & CST HOLMES,1,38.9881433,-94.5804905
CST W 18TH ST & CST WEST PENNWAY ST,1,39.0913277,-94.596406
CST N PARK AVE & CST NE 53RD ST,1,39.1904986,-94.5524432
CST E 88TH TER & CST E 88TH TER,1,38.9642347,-94.4944355
CST GREAT MIDWEST DRIVE & MO 210,1,39.1594598,-94.4894471
CST PENNSYLVANIA AVE & CST WESTOVER RD,1,39.0253191,-94.593292
MO 670 & RP 909977,1,39.0997265,-94.5785667
IS 70 & RP 103781,1,39.1139719,-94.6164971
CST N WOODLAND AVE & CST NE 114TH ST,1,39.2998065,-94.5568428
CST BELLEFONTAINE AVE & CST E 44TH ST,1,39.0462073,-94.54838509999999
CST BELLEFONTAINE AVE & CST E 45TH ST,1,39.1760744,-94.5428958
CST N WYANDOTTE ST & CST NW 101ST ST,1,39.2780715,-94.5828445
ALY ALLEY & CST JARBOE ST,1,39.0715078,-94.5980524
CST E 84TH TER & CST HARDESTY AVE,1,38.972785,-94.5253041
CST CENTRAL ST & CST W 16TH ST,1,39.0946631,-94.58726
CST DRURY & CST NE 48TH ST,1,39.1805991,-94.5185924
MO 152 & RP 5527,1,39.2556341,-94.603027
CST E 59TH ST & CST MC GEE ST,1,39.0203078,-94.5846157
CST CHARLOTTE ST & CST E 8TH ST,1,39.1041968,-94.57373129999999
CST N CHERRY ST & CST NE 90TH ST,1,39.2567449,-94.5735179
CST E 31ST ST & CST YORK ST,1,39.0690201,-94.5260012
CST N MAIN ST & CST NW 47TH ST,1,39.1792746,-94.5994741
CST LEVEE RD & IS 435,1,39.1339451,-94.4991332
MO 152 & RP 7816,1,39.2556341,-94.603027
CST N ANTIOCH RD & CST NE 80TH TER,1,39.2397159,-94.5345376
CST E 76TH TER & CST LYDIA AVE,1,38.9882497,-94.5712381
CST MEXICO CITY AVE & RP 256744,1,39.3181933,-94.7146331
MO 291 & RP 103562,1,38.9894438,-94.3576994
CST RAYTOWN RD & RP 103826,1,38.9709859,-94.465107
CST GLEN ARBOR TER & CST W 115TH TER,1,38.9181442,-94.5988058
CST N OLIVE ST & CST NE 48TH ST,1,39.1808929,-94.5512528
CST N MARSH AVE & CST NE 102ND TER,1,39.2786873,-94.4799149
CST TERRACE ST & CST W 44TH ST,1,39.0469337,-94.60276689999999
CST N HUNTER DR & CST NE 107TH ST,1,39.2878543,-94.57184
ERM NORTH IS 29 MILE 152 & IS 29,1,39.2251259,-94.6505079
CST NW 81TH ST & CST NW PRAIRIE VIEW RD,1,39.2410719,-94.6588263
CST E 39TH ST & CST HARRISON BLVD,1,39.05612199999999,-94.5733101
CST BELMONT AVE & CST WILSON AVE,1,39.1073713,-94.5089248
CST LONGVIEW RD & EOR 49 WJ,1,39.0997265,-94.5785667
CST BANNISTER RD & RP 103932,1,39.0997265,-94.5785667
CST BROADWAY BLVD & CST W 38TH ST SJ,1,39.0579574,-94.5906997
CST 19TH ST & CST HARDESTY AVE,1,39.0952547,-94.5193101
CST N POMONA AVE & CST NW 112TH ST,1,39.2965538,-94.671804
CST E 43RD ST & CST PASEO BLVD,1,39.0487477,-94.5678973
CST N TOPPING AVE & CST NE 52ND ST,1,39.1878801,-94.51189939999999
CST E 29TH ST & CST MERSINGTON AVE,1,39.0725099,-94.5377212
CST N MC GEE ST & CST NE 88TH TER,1,39.25441989999999,-94.576925
CST TROOST AVE SJ & RP 6068,1,39.0335237,-94.5734309
CST N MANNING AVE & CST NE 116TH TER,1,39.3027916,-94.4679723
NORTH OF CST 23RD ST & PP 6400 23RD ST,1,39.0839122,-94.50751509999999
CST 47TH ST & CST NORTHERN AVE,1,39.0371093,-94.4528052
NORTH OF CST OLD FRONT ST & PP PARKING LOT OF 1800 E FRONT ST,1,39.1218492,-94.56098899999999
CST E 14TH ST & CST HOLMES ST,1,39.0630676,-94.5763919
MO 35 & RP 6072,1,39.0997265,-94.5785667
CST N TIFFANY SPRINGS PKWY & RP 227472,1,39.0997265,-94.5785667
CST BEIRUT CIRCLE EXIT & CST BONN CIR,1,50.73743,7.0982068
EAST OF CST N OAK TRFY & PP PARKING LOT AT 4811 N OAK TRFY,1,39.1831734,-94.57376409999999
CST W 36TH ST & CST WYOMING ST,1,39.06213229999999,-94.60385850000002
CST NW 94TH ST & CST VIEW CREST DR,1,39.2635937,-94.582179
CST W 5TH ST SJ & RP 103725,1,39.0997265,-94.5785667
CST CLEVELAND AVE & CST E 93RD ST,1,38.9555919,-94.5026508
CST HARLEM RD & CST LOU HOLLAND DR EJ,1,39.1258675,-94.5969015
CST 58TH TER & CST EUCLID AVE,1,39.0460721,-94.5609136
CST E 85TH ST & CST MANCHESTER AVE,1,38.970134,-94.498289
CST GRANDE PAS RD & CST SLEEPY HOLLOW RD,1,38.969204,-94.5866427
CST W 135TH ST EJ & CST W 136TH ST,1,38.8815202,-94.6056756
CST OZARK RD & CST SNI A BAR RD,1,39.0350936,-94.4953261
CST WASHINGTON ST & CST WYANDOTTE ST,1,38.8750681,-94.6013019
CST E 37TH ST & CST VIRGINIA AVE,1,39.0595421,-94.568456
CST GARFIELD PL & CST PENDLETON AVE,1,39.11234839999999,-94.55662799999999
CST N CAMPBELL ST & CST NE 111TH ST,1,39.2947052,-94.5678459
CST AMERICAN ROYAL DR EJ & CST AVENIDA CESAR E CHAVEZ,1,39.0860576,-94.5981532
CST N MAIN ST & CST NW 80TH ST,1,39.2391925,-94.5898559
CST OVERBROOK DR & CST OVERBROOK DR,1,38.95296,-94.6095752
CST BERKLEY PKWY & CST BERKLEY PLZ,1,39.1156393,-94.5711395
CST E 12TH TER & CST JACKSON AVE,1,39.09736669999999,-94.53306529999999
CST BARRY ROAD & CST N CHURCH ROAD,1,39.2446127,-94.461852
CST 104TH ST & IS 435,1,38.939615,-94.5869343
CST E 85TH ST & CST PARK AVE,1,38.9728295,-94.5616242
IS 35 & MO 269,1,39.107464,-94.5821234
CST NW BRIARCLIFF PKWY & CST NW BRIARCLIFF PKWY,1,39.1697778,-94.5899761
CST BELLVIEW AVE & CST W 43RD ST,1,39.0497392,-94.59813059999999
CRD STATE LINE RD & CST W 91ST PL,1,38.96408700000001,-94.60814979999999
CST N ASKEW AVE & CST NE 53RD ST,1,39.1906788,-94.5367947
CST E 41ST ST & CST WABASH AVE,1,39.0518861,-94.5549027
CST CYPRESS AVE & CST E 59TH ST,1,39.018557,-94.53455029999999
CST BROADWAY & CST W 46TH TER,1,39.0432968,-94.5915124
CST E 104TH ST & CST WALNUT DR,1,38.939057,-94.5914803
CST N OAK TRFY & CST NE 114TH TER,1,39.30052130000001,-94.5753841
RP 5929 & US 71 NJ,1,39.0187689,-94.5538339
CST MADISON ST EJ & CST W 85TH ST,1,38.9743904,-94.5997473
CST NW 124TH & US 169,1,39.3183146,-94.58427259999999
NORTH OF CST E 8TH ST & PP 700 E 8TH ST,1,39.1046406,-94.5744929
PVT E 98TH TER & PVT HEDGES AVE,1,38.9437367,-94.4579947
CST E 44TH ST & CST WABASH AVE,1,39.0464702,-94.55524059999999
CST E 63RD ST & CST OLIVE ST,1,39.0126339,-94.5583779
CST 63RD & CST BLUE PKWY,1,39.0098621,-94.4874682
CST E 63RD TER & CST E 63RD TERR,1,39.014944,-94.519198
CST AVENIDA CESAR E CHAVEZ & CST PENNSYLVANIA ST,1,39.085726,-94.5914561
CST NW 132 STREET & EOR 29,1,39.0709343,-94.4772008
CST E 107TH TER & CST MC GEE ST,1,38.9335962,-94.5881407
CST E 103RD TER & CST SKILES AVE,1,38.9370558,-94.4941595
CST E 60TH ST & CST SPRUCE AVE,1,39.0167516,-94.53640039999999
CST E 54TH ST & CST TRACY AVE,1,39.0289131,-94.57138660000001
CST 52ND ST & CST HILLSIDE RD,1,39.18880900000001,-94.6282839
CST N OAKCREST DR & CST N ROBINHOOD LN,1,39.206175,-94.62290469999999
CST N BELLAIRE AVE & CST N PARVIN ESTATES DR,1,39.1866433,-94.5108159
EAST OF CST BLUE RIDGE BLVD & PP 8605 BLUE RIDGE BLVD,1,38.9675048,-94.4979778
CST E GILLHAM PL & CST GILLHAM RD,1,39.0653513,-94.58083180000001
NORTH OF PVT BLUE RIDGE CROSSING & PP 4167 STERLING AVE,1,39.0467511,-94.44604760000001
CST N CHARLOTTE ST & CST NE 115TH ST,1,39.3027704,-94.5693185
CST E 47TH ST & CST STERLING AVE,1,39.03689370000001,-94.44811070000002
EAST OF CST N OAK TRFY & PP PARKING LOT AT 4801 N OAK TRFY,1,39.1819043,-94.575944
CST BLUE RIVER RD & CST INDIANA AVE,1,39.0119126,-94.5468807
CST E 23RD ST & CST LYDIA AVE,1,39.0848287,-94.5666389
PP 3200 N AMERISTAR DR & SOUTH OF CST N AMERISTAR DR,1,39.1502361,-94.4838388
CST N POMONA AVE & CST NW 122ND ST,1,39.3138958,-94.6698969
CST E 113TH TER & CST E 114TH TER,1,38.9195613,-94.5393869
CST N MARSH AVE & CST NE 105TH TER,1,39.2831901,-94.4826903
CST E 98TH TER & CST LAWNDALE AVE,1,38.9468111,-94.5232315
CST NW 77TH TERR & CST NW PRAIRIE VIEW RD,1,39.2353973,-94.6588665
CST E 18TH ST & CST LAWN AVE,1,39.0900112,-94.52798589999999
CST AMBASSADOR DR & CST NW SKYVIEW AVE,1,39.2639295,-94.6563293
CST E 44TH ST & CST OAK ST,1,39.0468836,-94.58200269999999
CST N GRAND AVE & CST NE 88TH TER,1,39.2544148,-94.577967
CST E 81ST ST & CST PARK AVE,1,38.980087,-94.56137849999999
CST E 90TH TER & CST SYCAMORE WAY,1,38.9594462,-94.4954429
CRD STATE LINE RD & CST W 38TH ST,1,39.058896,-94.6072816
CST N LONDON CT & CST NW 56TH ST,1,39.1960744,-94.6329624
CST NE 53RD ST & CST NE CHOUTEAU TRFY,1,39.1899903,-94.54528850000001
EAST OF CST HORRIDGE RD & PP 14655 HORRIDGE RD,1,38.8553026,-94.4356368
CST E 5TH ST & CST TRACY AVE EJ,1,39.1108298,-94.5664218
CST NE PARVIN RD & CST SKILES,1,39.1683101,-94.4845922
CST INDEPENDECE AVE & CST LAWNDALE AVE,1,39.1050992,-94.5156352
CST N WAYNE DR & CST NE COOKINGHAM DR,1,39.30362969999999,-94.5609156
PP AT 10701 N OAK TRFY & SOUTH OF CST NE SHOAL CREEK PKWY,1,39.28883039999999,-94.5745379
CST NW 60TH ST & CST NW WAUKOMIS DR,1,39.2438505,-94.6427847
PP PARKING LOT AT 11601 E US 40 HWY & SOUTH OF US 40,1,39.0465206,-94.4417074
ERM NORTH IS 435 MILE 456 & IS 435,1,39.0986945,-94.4876066
CST 81ST ST & CST THE PASEO,1,38.9799656,-94.56704889999999
CST N CHERRY ST & CST NE 46TH ST,1,39.1774721,-94.5358275
PP PARKING LOT AT 1240 E MEYER BLVD & SOUTH OF CST E 63RD ST,1,39.01254,-94.5728376
CST NW ROBINHOOD LN & IS 435,1,39.1339451,-94.4991332
CST BALTIMORE CT & CST W 126TH TER,1,38.89848569999999,-94.5956058
CST HARRY S TRUMAN DR & US 71,1,39.0966226,-94.5729289
CST N SYCAMORE AVE & CST NE 53RD TER,1,39.1910153,-94.48492259999999
CST E 68TH ST & CST MYRTLE AVE,1,39.0027481,-94.5404581
CO BROOKSIDE BLVD TO 49TH ST & CST E 49TH ST,1,39.0363547,-94.5315065
CST E 45TH ST & CST ROCKHILL TER,1,39.0460442,-94.5797461
CST E 33RD ST & CST WAYNE AVE,1,39.06664019999999,-94.5645291
CST MAIN ST & CST W 3RD ST,1,39.1091774,-94.5869124
ERM EAST IS 70 MILE 88 & IS 70,1,39.0726379,-94.52677
CST N FARLEY AVE & CST NE 81ST ST,1,39.2404761,-94.47392669999999
CST E 72ND TER & CST OAK ST,1,38.9964991,-94.584696
